ADXL345_X,ADXL345_Y,ADXL345_Z,ITG3200_X,ITG3200_Y,ITG3200_Z,MMA8451Q_X,MMA8451Q_Y,MMA8451Q_Z,ADXL345_Mag,ITG3200_Mag,MMA8451Q_Mag,label
8,-345,-32,-194,258,178,28,-1325,-29,346.57322458608945,368.6244701589953,1325.613065717142,0
8,-356,-37,-88,251,121,35,-1375,-32,358.00698317211635,292.20882943538857,1375.8175751167014,0
18,-367,-40,38,235,73,71,-1398,-30,369.61195868099287,248.99397583074173,1400.1232088641343,0
20,-363,-41,182,213,18,86,-1384,-43,365.8551625985343,280.7436553156634,1387.3359362461567,0
28,-353,-46,338,190,-34,101,-1354,-65,357.08402372550916,389.23000912057125,1359.3167401308644,0
23,-333,-51,488,165,-81,89,-1301,-94,337.6669957221167,521.4690786614293,1307.4241851824524,0
11,-319,-59,611,133,-118,55,-1225,-125,324.5966728110441,636.3442464578429,1232.5887391989268,0
-1,-294,-67,694,91,-144,20,-1147,-142,301.53938382904477,714.5998880492496,1155.9294961198975,0
-8,-275,-70,715,44,-168,-24,-1078,-152,283.88201774680977,735.7886924926205,1088.9279131329126,0
-14,-254,-70,672,0,-187,-53,-999,-166,263.84086112655103,697.5335117397586,1014.0838229653405,0
-16,-236,-74,570,-35,-211,-73,-939,-174,247.8467268293047,608.8070301827994,957.7713714660717,0
-12,-220,-72,422,-56,-239,-83,-882,-165,231.7930111112067,488.201802536615,901.1315109350022,0
-18,-208,-57,260,-64,-272,-79,-827,-120,216.41857591251264,381.68049465488804,839.3866808569219,0
-26,-200,-57,131,-56,-316,-111,-777,-97,209.58291915134689,346.63092764495207,790.859658852315,0
-40,-210,-60,13,-37,-353,-155,-830,-133,222.03603311174518,355.17178942027476,854.7596153305326,0
-43,-199,-48,-101,-13,-377,-167,-774,-64,209.17456824384746,390.5112034244344,794.3934793287266,0
-42,-203,-47,-133,11,-399,-162,-774,-51,212.5605796002636,420.72675218008186,792.4146641752662,0
-41,-203,-47,-124,34,-415,-165,-773,-51,212.36525139485508,434.4617359446054,792.0574474114867,0
-36,-202,-43,-91,61,-429,-149,-777,-53,209.64016790682075,442.76743331008436,792.9306400940753,0
-41,-212,-51,-66,76,-449,-151,-813,-72,221.86933091349061,460.14454250811235,830.0325294830318,0
-38,-222,-49,-68,77,-461,-142,-852,-80,230.4972884873052,472.30710348246936,867.4491339554153,0
-29,-229,-50,-81,68,-469,-122,-872,-65,236.18213310917488,480.7764553303333,882.8890077467269,0
-19,-238,-45,-90,51,-469,-98,-897,-60,242.96090220444935,480.27283912376305,904.3301388320529,0
-16,-241,-41,-92,35,-464,-75,-923,-41,244.98571386919687,474.3258373734241,926.9492974267795,0
-15,-242,-39,-79,24,-453,-54,-938,-21,245.58094388612486,460.46281065901513,939.7877419928395,0
-10,-245,-28,-50,16,-438,-30,-946,8,246.7974878316228,441.13490000225556,946.5093766043736,0
-4,-248,-22,-8,9,-424,-11,-954,25,249.00602402351635,424.17095610142854,954.3909052374713,0
3,-246,-26,37,-6,-414,5,-945,35,247.38835865901208,415.6933966278512,945.661144385239,0
7,-243,-24,79,-31,-407,31,-931,35,244.28262320517192,415.75353275708915,932.1732671558437,0
11,-237,-31,105,-62,-404,40,-922,17,239.2718119628804,422.0011848324599,923.0238350118593,0
14,-231,-29,112,-93,-403,45,-897,6,233.2337882897759,428.4880395063554,898.1480946926292,0
9,-224,-31,94,-124,-406,51,-873,-6,226.31394124092313,434.79650412578064,874.5090050994329,0
12,-219,-33,62,-157,-409,43,-858,-20,221.79720467129428,442.46355782143235,859.3096066028821,0
8,-213,-38,20,-188,-413,39,-838,-22,216.510969698997,454.2169085359989,839.1954480334125,0
8,-213,-37,-23,-217,-416,32,-826,-18,216.33769898008993,469.7595129425268,826.8155779858046,0
9,-211,-35,-64,-238,-417,29,-817,-7,214.07241765346603,484.3851773124359,817.5444942019975,0
6,-212,-28,-93,-253,-421,20,-821,5,213.92522057952868,499.89898979693885,821.2587899072984,0
4,-213,-28,-119,-265,-424,12,-827,22,214.8697279748825,513.9669250058802,827.3795984915267,0
0,-217,-27,-136,-275,-427,-3,-840,24,218.67327225795108,525.7851272145305,840.348142141101,0
-3,-219,-22,-151,-286,-423,-21,-847,42,220.1226930600296,532.4715954865574,848.3006542494235,0
-3,-224,-13,-151,-297,-412,-15,-865,62,224.39696967650877,529.8622462489661,867.3488340915667,0
-6,-230,-15,-136,-313,-400,-13,-875,78,230.5666931714119,525.7993914032232,878.5658768697997,0
-3,-232,-13,-109,-336,-384,-5,-890,73,232.38330404742936,521.7595231521893,893.0027995476834,0
-1,-234,-13,-84,-358,-367,-4,-901,68,234.36296635774175,519.5276701004481,903.5712478825342,0
2,-228,-20,-68,-378,-349,-4,-932,52,228.8842502226835,518.949901242885,933.4580869005314,0
-3,-240,-14,-61,-401,-326,-9,-931,58,240.42670400768714,520.3825515906543,932.8483263639379,0
1,-237,-8,-51,-423,-306,0,-916,67,237.13709115193262,524.5626749969921,918.4470588988785,0
0,-235,-12,-28,-446,-285,-8,-914,70,235.30618351416098,530.0235843809216,916.7115140544489,0
1,-232,-10,-3,-462,-265,1,-889,73,232.21757039466243,532.6143069802011,891.9927129747193,0
-1,-229,-11,25,-473,-245,1,-882,77,229.26622080018677,533.2719756371977,885.3552959123247,0
-1,-224,-13,45,-482,-221,4,-868,83,224.37914341578184,532.1559921677101,871.9684627324546,0
-1,-224,-9,52,-490,-196,13,-860,94,224.18296099391677,530.3018008643758,865.219625297531,0
6,-222,-4,60,-495,-171,19,-843,115,222.11708624056817,527.1299649991452,851.0199762637773,0
6,-217,12,74,-494,-144,26,-840,136,217.4143509522773,519.8538256086994,851.335421558389,0
4,-216,12,92,-491,-115,30,-844,153,216.37005338077634,512.6109635971513,858.2802572586648,0
7,-214,22,105,-488,-81,30,-828,196,215.24172457959912,505.6975380600542,851.4105942493317,0
10,-217,21,137,-486,-49,45,-838,207,218.24298385056963,507.3125269496112,864.3598787542143,0
9,-224,25,170,-488,-18,36,-859,228,225.57038812751998,517.0763966765453,889.4723154769911,0
12,-227,31,199,-489,12,42,-876,236,229.42101037176172,528.0776458059931,908.204822713467,0
13,-232,38,231,-497,45,56,-891,248,235.45063176810547,549.9045371698619,926.5640830509242,0
11,-237,36,266,-505,83,45,-928,261,239.97083156083784,576.7755195914611,965.0544026115833,0
13,-246,36,299,-512,124,54,-943,266,248.95983611819798,605.7400432528792,981.2853815277184,0
13,-251,41,332,-518,158,45,-964,268,254.65859498552175,635.2259440545545,1001.5712655622664,0
12,-253,36,365,-527,195,53,-977,270,255.8300216940928,670.0589526302891,1015.0064039206846,0
13,-256,33,393,-544,226,61,-986,267,258.44535205725794,708.1391106272835,1023.330836044727,0
17,-256,38,417,-559,255,78,-1000,261,259.3626804303194,742.5597619047237,1036.4386137152553,0
26,-257,29,430,-573,272,92,-998,252,259.9346071611089,766.2982448107264,1033.4273075548178,0
26,-254,33,436,-581,272,100,-990,245,257.4509662052174,775.6552069057489,1024.756068535337,0
27,-249,28,433,-589,269,113,-975,233,252.01984048879962,778.955069307595,1008.8027557456413,0
32,-249,22,418,-592,260,110,-963,224,252.00992043965255,769.9272692923663,994.8090268991331,0
34,-244,11,389,-588,246,118,-955,176,246.60291969074495,746.7134657952809,978.2254341408221,0
35,-246,-9,335,-567,226,119,-954,96,248.6403024451185,696.2686263217668,966.1744148961925,0
43,-242,-27,256,-523,206,150,-953,41,247.26908419776217,617.6576721777201,965.6034382705977,0
47,-237,-37,150,-472,179,176,-937,-23,244.43199463245395,526.6165587977652,953.6634626533618,0
49,-240,-45,19,-424,138,180,-948,-58,249.0501957437496,446.2969863218886,966.6788504979304,0
48,-251,-38,-119,-381,98,184,-970,-51,258.3582783655287,411.0060826800499,988.6136758107284,0
49,-264,-21,-248,-343,65,171,-1021,-6,269.3287953413077,428.2265755415,1035.2381368554773,0
44,-278,-7,-342,-299,37,161,-1087,79,281.54750931237163,455.7784549537198,1101.6946037809207,0
39,-290,16,-388,-253,6,149,-1129,172,293.04777767456284,463.2375200693484,1151.7056915722872,0
44,-300,40,-385,-207,-21,166,-1170,251,305.8365576578444,437.6242680656547,1208.0798814647978,0
47,-306,56,-340,-158,-45,164,-1156,331,314.61246002026047,377.6095867427097,1213.586832492838,0
50,-299,62,-271,-99,-69,191,-1160,360,309.4268895878314,296.6529959397006,1229.504371688039,0
53,-295,65,-210,-44,-99,206,-1140,375,306.690397632531,236.29853998702575,1217.6456791694372,0
57,-287,65,-163,7,-132,226,-1123,375,299.73821911794965,209.86185932655795,1205.3339786133965,0
61,-283,62,-134,55,-171,235,-1101,369,296.06418223081295,224.10265504897527,1184.7307711037138,0
65,-279,55,-110,103,-225,240,-1111,337,291.70361670709536,270.8025110666443,1185.5336351196452,0
57,-271,46,-100,147,-316,222,-1076,307,280.7240638064361,362.58102542742085,1140.7493151433403,0
50,-275,32,-119,171,-336,207,-1071,249,281.3343206933701,395.3454185898706,1118.8793500641614,0
57,-282,16,-165,197,-334,210,-1100,199,288.14753165696214,421.41428547214673,1137.4097766416464,0
55,-297,4,-242,225,-350,210,-1148,148,302.0761493398643,481.34083558326944,1176.3961917653423,0
53,-313,-7,-340,251,-374,205,-1206,102,317.53267548395706,564.3376648780409,1227.5442965530817,0
54,-329,-13,-431,266,-399,211,-1277,65,333.6555109690233,644.7619715833123,1295.9456007101533,0
49,-351,-14,-488,284,-427,196,-1349,55,354.6801375887858,707.9046545969309,1364.2734330038095,0
44,-371,-17,-508,318,-466,168,-1436,64,373.98663077709074,759.1732345123871,1447.2097290994143,0
34,-382,-8,-498,374,-518,132,-1477,87,383.59353487774007,810.0641949870393,1485.436636144403,0
31,-389,1,-470,435,-577,109,-1505,121,390.2345448573204,862.0058004445214,1513.7856519335887,0
27,-387,-2,-437,483,-638,112,-1493,127,387.94587251316386,911.757643236403,1502.5717952896628,0
29,-382,-2,-408,508,-697,114,-1471,100,383.1044244067145,954.1158210615732,1478.7957938809536,0
31,-374,-18,-387,523,-751,110,-1442,67,375.71398696348797,993.6292064950587,1447.740653570245,0
31,-368,-22,-372,538,-794,112,-1418,43,369.9581057363117,1028.7195925032245,1423.0660560915646,0
28,-360,-26,-360,563,-826,109,-1386,29,362.0220987729893,1062.471176079615,1390.5818925902927,0
30,-347,-30,-336,587,-848,104,-1353,16,349.5840385372307,1084.6976537266041,1357.0854799901147,0
20,-341,-28,-311,603,-861,91,-1315,10,342.7316734706613,1096.1984309421355,1318.1828401249957,0
26,-331,-25,-293,592,-865,102,-1288,18,332.9594569913881,1088.364828538666,1292.1578850898989,0
15,-324,-27,-276,542,-880,64,-1252,9,325.4688925227724,1069.7382857503044,1253.6670211822595,0
3,-305,-32,-245,471,-924,45,-1189,-26,306.6887673195743,1065.6650505670157,1190.1352864275557,0
4,-292,-55,-209,376,-906,25,-1142,-93,297.16157221282833,1002.9421718125128,1146.0532273851857,0
15,-283,-76,-168,286,-848,54,-1104,-178,293.4109745732085,910.5624635355886,1119.5606281037217,0
16,-273,-95,-129,211,-813,65,-1040,-269,289.4995682207488,849.78291345496,1076.1905035819634,0
18,-256,-117,-98,148,-807,41,-978,-336,282.04432275796654,826.29111092883,1034.9207699142964,0
4,-235,-126,-77,88,-797,23,-904,-380,266.6777081047458,805.5321222645314,980.8899020787195,0
-4,-214,-127,-69,17,-773,-5,-822,-399,248.87948890979345,776.2596215184711,913.734096988834,0
-12,-190,-129,-63,-79,-744,-22,-741,-402,229.96738899243954,750.8302071707025,843.3083659018213,0
-9,-173,-127,-70,-197,-702,-30,-665,-394,214.79990689011018,732.4704772207546,773.5379757969223,0
-10,-158,-125,-100,-313,-656,-27,-623,-382,201.71514568817088,733.6927149699661,731.2879050004861,0
-9,-154,-118,-160,-401,-604,-21,-601,-344,194.21894861212692,742.4398965572904,692.8044457132186,0
-3,-155,-108,-236,-451,-554,-26,-610,-306,188.939143641544,752.3383547314334,682.9436287132343,0
-12,-175,-97,-325,-473,-502,-38,-676,-271,200.44450603596,762.4683599992854,729.2880089511962,0
-16,-205,-80,-417,-486,-437,-73,-781,-211,220.63771209836273,775.2767247892845,812.287510675869,0
-19,-239,-68,-482,-500,-356,-100,-909,-154,249.21075418207778,780.4229622454736,927.3602320565617,0
-22,-278,-54,-501,-511,-269,-96,-1061,-95,284.0492914970921,764.5148788610984,1069.5615924293468,0
-19,-316,-39,-471,-506,-184,-83,-1188,-42,318.9639478060177,715.3551565481303,1191.6362700085963,0
-12,-347,-35,-394,-499,-118,-52,-1323,-18,348.9670471548854,646.653694027955,1324.14387435807,0
-5,-376,-25,-275,-488,-73,-34,-1419,11,376.8633704673353,564.8875994390388,1419.44989344464,0
-4,-387,-23,-125,-471,-46,-14,-1486,22,387.7034949545851,489.47114317393624,1486.2287845415995,0
-1,-392,-26,39,-444,-33,-12,-1512,17,392.86257139106544,446.9295246456649,1512.1431810513184,0
-1,-390,-38,214,-412,-18,-12,-1498,-2,391.8481848879742,464.6116658027433,1498.0493983844458,0
2,-378,-43,390,-387,-4,-1,-1453,-53,380.4431626406236,549.440624635638,1453.9666433587809,0
12,-362,-51,545,-366,16,39,-1385,-92,365.77178677421256,656.6863787227508,1388.6000144029958,0
26,-338,-65,666,-334,42,108,-1292,-127,345.1738692311456,746.2412478548744,1302.711403189517,0
47,-313,-80,745,-288,68,176,-1190,-159,326.4628615937807,801.6189868010862,1213.4071863970478,0
56,-280,-74,770,-234,101,216,-1086,-186,294.9779652787645,811.083842768428,1122.7858210718553,0
67,-251,-79,725,-187,144,265,-967,-196,271.5345281911676,762.4499983605482,1021.6310488625529,0
77,-224,-83,622,-158,187,304,-878,-207,250.98605538953754,668.4437149079944,951.9185889560094,0
85,-203,-82,460,-152,224,323,-807,-193,234.85740354521508,533.7415104711268,890.4083332943375,0
91,-194,-75,265,-163,260,348,-771,-177,227.02863255545543,405.4552996324009,864.2187223151325,0
95,-187,-62,68,-188,290,370,-729,-125,218.71899780311722,352.23287751145546,827.0223697095503,0
96,-182,-53,-78,-213,310,359,-696,-81,212.48294049170158,384.12628131904745,787.3106121474548,0
92,-175,-43,-164,-225,332,353,-678,-55,202.3314113033367,433.2955111699174,766.366752932302,0
91,-176,-44,-200,-229,359,333,-685,-49,202.96058730699417,470.44872196659225,763.2267028871565,0
83,-185,-46,-211,-224,390,306,-700,-47,207.91825316695983,496.7866745394848,765.4051214879607,0
72,-191,-47,-211,-207,421,286,-745,-54,209.4612135933524,514.4035380904762,799.8356081095665,0
72,-206,-46,-213,-183,457,277,-808,-64,223.0156945149825,536.3832585008596,856.5564779978025,0
67,-222,-49,-219,-153,485,252,-864,-64,237.01054828846753,553.7102130176037,902.2726860544988,0
62,-238,-47,-220,-107,500,233,-930,-63,250.39369001634208,556.6408177631246,960.8111156725863,0
51,-252,-40,-210,-51,500,185,-966,-47,260.20184472828015,544.7026711886036,984.677612216303,0
40,-260,-36,-177,6,504,151,-1006,-20,265.51082840441745,534.2106326160123,1017.4659699469069,0
32,-267,-29,-123,51,507,115,-1032,-3,270.4699613635496,524.1936665012274,1038.3920261635294,0
25,-271,-34,-51,95,502,84,-1036,-2,274.26629395534553,513.4491211405469,1039.4017510087233,0
21,-269,-30,27,143,488,58,-1034,-1,271.48112273231817,509.23668367469367,1035.6258977063098,0
11,-264,-37,99,195,474,33,-1015,-8,266.80704638371157,522.017241094583,1015.5678214673799,0
12,-261,-37,153,246,460,32,-991,-19,263.8825496314601,543.6221113972463,991.6985429050503,0
5,-242,-38,183,296,442,15,-958,-26,245.01632598665748,562.555775012576,958.4701351633237,0
3,-234,-36,188,347,425,12,-922,-30,236.7720422685077,579.9810341726702,922.5659867998603,0
3,-224,-40,170,394,412,13,-871,-20,227.56317804073663,594.878138781381,871.3265748271425,0
2,-211,-37,136,431,400,8,-830,-12,214.22884959780743,603.5370742547635,830.1252917481794,0
6,-202,-26,91,460,394,3,-795,12,203.75475454575286,612.4679583455775,795.0962205921998,0
2,-193,-23,48,477,389,1,-761,23,194.37592443510076,617.376708339406,761.348146382455,0
1,-188,-19,6,486,387,4,-739,48,188.96031329355907,621.2897874583165,740.5680252346843,0
4,-186,-9,-30,488,388,19,-722,74,186.2605701698564,624.1698486790274,726.0309910740725,0
7,-186,-8,-64,483,391,22,-717,86,186.30351580150065,624.7127339825882,722.474220993386,0
8,-189,-6,-89,481,390,19,-726,102,189.2643653728826,625.605306882862,733.3764381271054,0
9,-189,0,-109,476,386,25,-741,113,189.21416437465774,622.4572274461917,749.9833331481441,0
4,-198,2,-126,471,378,20,-761,123,198.0504986108341,616.9286830744701,771.1355263505891,0
7,-201,6,-141,468,363,29,-785,121,201.211331688849,608.8300255407909,794.7999748364365,0
8,-208,7,-158,472,339,31,-802,136,208.27145747797513,602.2200594467109,814.0399253107921,0
12,-212,7,-170,485,313,44,-821,136,212.4547010541306,601.7424698324027,833.3504664905396,0
13,-216,1,-183,502,284,48,-837,139,216.39316070523117,605.1024706609617,849.8199809371395,0
15,-219,2,-192,526,250,50,-841,139,219.52220844370166,613.2210042064769,853.8746980675795,0
10,-217,3,-196,554,213,48,-844,136,217.25100690215453,625.0607970429757,856.2336129818777,0
13,-220,3,-197,584,173,44,-846,134,220.40417418914734,640.1515445580054,857.6759294745306,0
10,-219,6,-191,609,130,28,-835,144,219.31028247667732,651.3539744255806,847.788299046407,0
0,-213,9,-175,627,94,22,-833,152,213.19005605327843,657.7157440718597,847.0401407253378,0
3,-213,5,-157,634,64,12,-823,164,213.0797972591489,656.2781422537246,839.2669420393014,0
-4,-214,16,-138,635,32,0,-827,171,214.6345731703073,650.6097140375326,844.4939312985026,0
-3,-217,15,-114,629,1,-12,-835,190,217.5385023392411,639.2479956949416,856.4280471820151,0
-5,-221,25,-87,620,-28,-20,-841,213,222.46572769754894,626.7000877612832,867.7845354694908,0
-9,-222,29,-53,611,-53,-34,-855,226,224.06695427929571,615.5802141069838,885.0180789113858,0
-13,-225,31,-10,600,-72,-43,-865,247,227.49725273066485,604.3872930497464,900.6014656883476,0
-16,-227,31,42,587,-85,-54,-877,262,229.6649733851464,594.6074335223199,916.8909422608558,0
-18,-230,35,98,569,-77,-80,-880,262,233.34309503390068,582.4894848836329,921.6528630672179,0
-21,-238,28,157,558,-49,-89,-900,237,240.55976388415417,581.7336160133777,934.927804699379,0
-21,-231,26,201,563,-56,-82,-899,233,233.40522701944786,600.4215186017236,932.3164698749025,0
-20,-234,14,237,559,-60,-94,-892,192,235.27005759339627,610.1229384312641,917.2589601633772,0
-23,-231,16,249,558,-50,-98,-897,164,232.69293070482394,613.0782984252501,917.1199485345414,0
-17,-234,1,234,557,-29,-79,-920,126,234.6188398232333,604.8520480249695,931.9425947986282,0
-14,-240,-8,194,549,-14,-44,-941,102,240.5410567865702,582.437121069734,947.5341682493566,0
-3,-252,-9,134,535,-8,-19,-963,94,252.17850820401011,551.5840824389334,967.7634008372088,0
5,-252,-5,74,516,-11,10,-985,101,252.0991868293113,521.3952435532951,990.215128141355,0
15,-264,-5,29,492,-22,50,-1019,95,264.4730610100016,493.34470707609705,1024.639448781863,0
9,-272,-18,-16,450,-35,67,-1075,62,272.74346921603825,451.64255778214704,1078.8688520853682,0
10,-281,-26,-67,388,-44,49,-1108,17,282.3774070282536,396.1931347209338,1109.2132346848373,0
5,-293,-48,-125,321,-49,29,-1137,-54,296.94780686174465,347.94683501937476,1138.650956175772,0
-2,-299,-53,-205,262,-51,1,-1152,-102,303.6675814109896,336.55608745051694,1156.5072416548026,0
-7,-305,-55,-284,222,-46,-23,-1172,-112,309.9983870925783,363.3951017831693,1177.5640109989774,0
-10,-305,-42,-333,206,-34,-43,-1199,-62,308.0405817420815,393.04071035962676,1201.3717159980088,0
-19,-323,-15,-338,205,-12,-68,-1239,40,323.9058505183258,395.4908342806442,1241.5091622698562,0
-24,-332,18,-288,204,12,-95,-1277,183,333.35266610603253,353.1345352694919,1293.5389441373616,0
-30,-328,45,-199,198,40,-114,-1273,289,332.4289397751044,283.5577542582816,1310.3610189562264,0
-33,-322,59,-93,183,75,-128,-1243,357,329.0197562457306,218.5474776793363,1299.5699288610829,0
-34,-314,72,1,161,113,-131,-1205,398,323.93826572357887,196.70027961342606,1275.77035551074,0
-38,-300,78,72,140,151,-133,-1166,418,312.294732584461,218.1398633904404,1245.7804782544956,0
-33,-289,79,114,124,187,-125,-1130,416,301.4149963090755,251.67637950352037,1210.611828787411,0
-31,-281,66,132,117,216,-131,-1100,382,290.30673433456553,278.87093789063067,1171.787096703151,0
-30,-278,60,124,115,250,-119,-1086,347,285.9790202095252,301.8294220250902,1146.283560032159,0
-25,-278,45,88,114,279,-109,-1090,305,282.72601578206417,313.97611374115706,1137.104216859651,0
-20,-278,33,22,111,302,-97,-1108,259,280.6652810733811,322.50426353770894,1141.9956217078943,0
-25,-294,18,-66,108,332,-95,-1165,195,295.6095397648729,355.30831681794336,1185.021096858617,0
-30,-318,5,-177,102,361,-115,-1246,138,319.4510917182785,414.79392473853807,1258.882440897481,0
-36,-339,-9,-296,84,394,-134,-1336,78,341.0249257752283,499.90799153444226,1344.966914091198,0
-42,-355,-33,-401,43,434,-150,-1396,0,358.9958217027045,592.4575934191408,1404.035612083967,0
-35,-374,-49,-477,-35,484,-123,-1443,-89,378.816578306705,680.4483815837907,1450.964851400612,0
-15,-387,-71,-518,-149,546,-51,-1490,-164,393.7448412360472,767.2294311351723,1499.8656606509799,0
15,-396,-76,-516,-260,619,46,-1519,-187,403.50588595459175,846.7685634221431,1531.158385014431,0
34,-391,-60,-468,-315,698,133,-1516,-142,397.03526291753985,897.4703337715404,1528.4335118021982,0
39,-384,-39,-390,-300,776,132,-1474,-33,387.9407171205415,918.8449270687628,1480.2665300546385,0
25,-368,-9,-303,-262,842,102,-1413,82,368.95799218881274,932.4253321312115,1419.0479202620327,0
14,-342,4,-223,-249,887,75,-1349,146,342.3098012035297,947.8918714705808,1358.9488584932105,0
17,-330,18,-171,-249,911,75,-1288,163,330.9274845037807,959.7723688458634,1300.437618649968,0
26,-319,4,-154,-232,902,90,-1237,146,320.0828017872875,944.0042372786257,1248.8334556697303,0
31,-313,-8,-159,-177,872,99,-1201,100,314.6331196806846,903.8772040493111,1209.215448131556,0
28,-306,-22,-160,-97,830,92,-1188,48,308.06492822130855,850.8284198356329,1192.5233750329592,0
24,-309,-46,-146,-18,778,83,-1185,-31,313.32570912709986,791.7853244409118,1188.3076201051645,0
10,-305,-65,-119,36,715,35,-1177,-136,312.0096152364539,725.7285994088975,1185.3480501523593,0
-4,-301,-97,-80,66,660,-17,-1146,-261,316.2688729546428,668.0987950894688,1175.4684172703237,0
-11,-286,-133,-39,74,623,-55,-1106,-400,315.60418248179155,628.5904867240674,1177.395855267038,0
-11,-264,-161,-9,79,603,-44,-1020,-499,309.4155781469317,608.2195327346861,1136.370098163446,0
-4,-249,-175,1,102,593,-35,-964,-597,304.3714835525825,601.709232104677,1134.4293719751795,0
9,-232,-188,-36,162,584,8,-905,-627,298.74571126628746,607.1210752395275,1101.007720227247,0
17,-212,-174,-113,265,571,42,-838,-582,274.7890099694673,639.558441426583,1021.1424974018073,0
25,-202,-151,-201,392,554,71,-794,-493,253.43638254994093,707.8001130262696,937.2971780604058,0
20,-193,-126,-275,509,530,71,-752,-393,231.3547060251855,784.6056334235691,851.4657949677134,0
19,-194,-104,-339,588,506,72,-746,-294,220.93664250187203,846.581951142357,805.0689411472783,0
24,-203,-82,-392,619,474,81,-772,-197,220.24758795501032,872.6402466079593,800.8458028859238,0
26,-214,-72,-428,609,434,103,-850,-162,227.27956353354782,861.6385553119127,871.4086297484091,0
35,-238,-63,-452,587,392,130,-935,-137,248.67247535664256,838.1748027708778,953.8836407025755,0
34,-262,-58,-462,573,344,133,-1031,-112,270.4884470730682,812.4709225566168,1045.5591805345118,0
35,-289,-56,-445,572,291,132,-1136,-93,296.4489838066577,780.9545441317312,1147.4184066851988,0
31,-318,-47,-401,582,231,112,-1232,-86,322.945815888672,743.5630437293129,1240.0661272690259,0
25,-340,-48,-324,589,168,91,-1311,-82,344.28040896920055,692.9076417532137,1316.7102946358398,0
20,-356,-54,-228,588,113,78,-1371,-91,360.6272313622475,640.7003980020615,1376.2289053787526,0
16,-362,-51,-110,576,62,69,-1388,-85,365.92485567394846,589.677878167394,1392.3110284702911,0
18,-363,-53,28,552,17,66,-1380,-83,367.2900760978984,552.9710661508431,1384.068278662581,0
18,-355,-49,176,518,-26,65,-1347,-88,358.8175023601831,547.7006481646704,1351.435533053649,0
10,-336,-49,319,476,-71,57,-1289,-75,339.70133941449217,577.3889503618856,1292.437619384394,0
5,-318,-47,445,433,-111,21,-1214,-68,321.49339028975385,630.7416269757372,1216.0842898417857,0
-2,-297,-49,532,387,-150,-9,-1141,-73,301.02159390980574,674.7540292580697,1143.368269631443,0
-15,-274,-58,567,342,-187,-53,-1058,-91,280.4728150819612,688.0566837114512,1063.2281034660436,0
-25,-254,-61,544,305,-222,-103,-988,-103,262.41570074978364,662.0007552865782,998.6801289702324,0
-34,-237,-57,470,280,-256,-139,-936,-119,246.1178579461474,604.016556064484,953.717987667214,0
-32,-220,-63,353,256,-295,-133,-876,-119,231.06925368815297,526.4693723285335,893.9944071413422,0
-41,-215,-65,212,234,-333,-166,-841,-136,228.3221408449036,458.8997711919238,867.9475790622381,0
-45,-213,-64,70,226,-368,-169,-832,-134,226.91408065609326,437.49285708454715,859.5004363000638,0
-42,-208,-54,-46,222,-404,-156,-806,-88,218.96118377465902,463.2666618698134,825.660947362778,0
-43,-203,-49,-99,220,-443,-168,-791,-78,213.21116293477695,504.4303718056636,812.3970704033835,0
-40,-204,-51,-114,228,-470,-157,-788,-64,214.04905979704745,534.6774728750034,806.0328777413487,0
-44,-199,-47,-103,236,-493,-161,-773,-73,209.15544458607812,556.1960086156678,792.9558625800051,0
-41,-206,-54,-82,239,-511,-158,-776,-81,216.87092935661065,570.0578917969648,796.0533901692776,0
-38,-204,-51,-75,228,-525,-160,-795,-95,213.68434664242488,577.2642375896847,816.4863746566748,0
-36,-210,-54,-93,201,-531,-147,-804,-95,219.79990900817043,575.3355542637705,822.8304807188416,0
-29,-216,-54,-119,165,-530,-125,-819,-88,224.52839464085605,567.7023868190092,833.1446453047633,0
-28,-219,-49,-141,133,-518,-110,-835,-80,226.15481423131368,553.0768481865789,846.0053191322145,0
-21,-221,-47,-153,102,-495,-88,-855,-70,226.9162841225812,528.0511338876189,862.3624528004451,0
-16,-227,-43,-152,69,-467,-65,-869,-53,231.59015523117557,495.93749606175174,873.0377998689404,0
-15,-231,-41,-130,32,-440,-52,-886,-41,235.08934471813052,459.91738388541046,888.471158789074,0
-10,-236,-37,-97,-6,-413,-36,-900,-27,239.0920324895834,424.2805675493517,901.1242977525353,0
-6,-234,-38,-57,-45,-390,-17,-902,-13,237.1413080844415,396.703919819303,902.2538445470875,0
2,-235,-36,-17,-78,-374,3,-898,-12,237.74986855937482,382.425156076323,898.0851852691926,0
4,-232,-37,20,-112,-368,9,-893,-19,234.9659549807163,385.185669515365,893.2474461200546,0
0,-226,-35,46,-146,-367,15,-878,-28,228.69411885748178,397.6443134259561,878.5744134676356,0
4,-221,-41,59,-183,-369,19,-851,-29,224.80658353348997,416.09013446607935,851.7059351677667,0
4,-213,-40,56,-221,-374,20,-839,-46,216.76023620581336,438.01027385210955,840.4980666247841,0
6,-211,-44,38,-254,-380,23,-817,-41,215.6223550562418,458.6501935026301,818.3513915183379,0
10,-209,-41,10,-282,-386,27,-805,-41,213.21819809762957,478.14223825133877,806.4955052571589,0
6,-205,-45,-24,-305,-387,31,-801,-38,209.96666402074402,493.32545038746986,802.499844236745,0
7,-205,-40,-60,-319,-391,25,-800,-36,208.98325291754838,508.1751666502408,801.1997254118352,0
